date,store_id,item_id,units_sold,is_holiday,is_weekend,promotion_flag,medicine_name,base_price,day_of_week,month,week_of_year,trend_index,rolling_mean,rolling_std,volatility_index,lag_7,store_id_original,item_id_original,store_encoded,item_encoded
2025-01-09,S1,M102,36,0,0,0,Amoxicillin,4.0,3,1,2,8,36.857142857142854,8.112306935115548,0.21428735300305224,38.0,S1,M102,0,1
2025-01-09,S1,M103,26,0,0,0,Cough Syrup,3.5,3,1,2,8,27.428571428571427,4.117326918327102,0.14483059511703375,31.0,S1,M103,0,2
2025-01-09,S1,M104,17,0,0,0,Vitamin D,15.0,3,1,2,8,20.142857142857142,3.0237157840738176,0.14301358438186976,17.0,S1,M104,0,3
2025-01-09,S1,M105,27,0,0,0,Insulin,6.0,3,1,2,8,24.857142857142858,2.9113897843110026,0.1125951850286023,27.0,S1,M105,0,4
2025-01-09,S1,M106,30,0,0,0,Aspirin,2.0,3,1,2,8,30.0,7.164728420068224,0.231120271615104,32.0,S1,M106,0,5
2025-01-09,S1,M107,19,0,0,0,Metformin,5.0,3,1,2,8,20.428571428571427,3.7796447300922704,0.1763834207376393,21.0,S1,M107,0,6
2025-01-09,S1,M108,21,0,0,0,Zinc Tablets,3.0,3,1,2,8,24.428571428571427,5.883795341363228,0.2313852100536101,22.0,S1,M108,0,7
2025-01-09,S2,M101,56,0,0,0,Paracetamol,2.5,3,1,2,8,51.42857142857143,6.29436633975554,0.12005603372830731,45.0,S2,M101,1,0
2025-01-09,S2,M102,40,0,0,0,Amoxicillin,4.0,3,1,2,8,40.714285714285715,7.296444013222824,0.17491475374164303,43.0,S2,M102,1,1
2025-01-09,S2,M103,30,0,0,0,Cough Syrup,3.5,3,1,2,8,32.142857142857146,7.6032574472737515,0.22940862987463903,32.0,S2,M103,1,2
2025-01-09,S2,M104,23,0,0,0,Vitamin D,15.0,3,1,2,8,23.714285714285715,3.093772546815388,0.12518154813703883,19.0,S2,M104,1,3
2025-01-09,S2,M105,27,0,0,0,Insulin,6.0,3,1,2,8,30.285714285714285,3.352326839390104,0.1071519994325604,28.0,S2,M105,1,4
2025-01-09,S2,M106,36,0,0,0,Aspirin,2.0,3,1,2,8,34.714285714285715,3.6384193323605882,0.10187574130609647,32.0,S2,M106,1,5
2025-01-09,S2,M107,24,0,0,0,Metformin,5.0,3,1,2,8,25.428571428571427,4.649628761422529,0.17593189908085247,24.0,S2,M107,1,6
2025-01-09,S2,M108,27,0,0,0,Zinc Tablets,3.0,3,1,2,8,30.0,5.972157622389637,0.19265024588353669,30.0,S2,M108,1,7
2025-01-09,S3,M101,50,0,0,0,Paracetamol,2.5,3,1,2,8,53.0,7.3484692283495345,0.13608276348795434,42.0,S3,M101,2,0
2025-01-09,S3,M102,46,0,0,0,Amoxicillin,4.0,3,1,2,8,38.42857142857143,6.579187965525402,0.1668634628937602,34.0,S3,M102,2,1
2025-01-09,S3,M103,32,0,0,0,Cough Syrup,3.5,3,1,2,8,32.142857142857146,5.273473599964619,0.15911342758513936,27.0,S3,M103,2,2
2025-01-09,S3,M104,19,0,0,0,Vitamin D,15.0,3,1,2,8,21.285714285714285,3.2513733362117283,0.145894957394116,22.0,S3,M104,2,3
2025-01-09,S3,M105,22,0,0,0,Insulin,6.0,3,1,2,8,27.0,3.9157800414902404,0.13984928719608,29.0,S3,M105,2,4
2025-01-09,S3,M106,33,0,0,0,Aspirin,2.0,3,1,2,8,33.714285714285715,5.879747322073332,0.1693754372613717,34.0,S3,M106,2,5
2025-01-09,S3,M107,18,0,0,0,Metformin,5.0,3,1,2,8,23.857142857142858,4.259443290250164,0.17135691397558134,21.0,S3,M107,2,6
2025-01-09,S3,M108,30,0,0,0,Zinc Tablets,3.0,3,1,2,8,31.857142857142858,4.5981362684088785,0.13994327773418325,24.0,S3,M108,2,7
2025-01-09,S4,M101,37,0,0,0,Paracetamol,2.5,3,1,2,8,40.285714285714285,5.219012860502955,0.12641207620595393,34.0,S4,M101,3,0
2025-01-09,S4,M102,27,0,0,0,Amoxicillin,4.0,3,1,2,8,33.857142857142854,5.5506327395643655,0.15923946383996132,26.0,S4,M102,3,1
2025-01-09,S4,M103,24,0,0,0,Cough Syrup,3.5,3,1,2,8,26.428571428571427,6.106202935189292,0.22262198201210961,32.0,S4,M103,3,2
2025-01-09,S4,M104,18,0,0,0,Vitamin D,15.0,3,1,2,8,19.285714285714285,2.4299715851758235,0.11978733166359694,14.0,S4,M104,3,3
2025-01-09,S4,M105,22,0,0,0,Insulin,6.0,3,1,2,8,23.0,3.3166247903553994,0.13819269959814165,25.0,S4,M105,3,4
2025-01-09,S4,M106,25,0,0,0,Aspirin,2.0,3,1,2,8,27.428571428571427,3.505098327538656,0.12329491604407333,24.0,S4,M106,3,5
2025-01-09,S4,M107,18,0,0,0,Metformin,5.0,3,1,2,8,19.0,2.6457513110645916,0.13228756555322957,19.0,S4,M107,3,6
2025-01-09,S4,M108,20,0,0,0,Zinc Tablets,3.0,3,1,2,8,24.857142857142858,4.017817460121495,0.1553852056400578,19.0,S4,M108,3,7
2025-01-09,S5,M101,59,0,0,0,Paracetamol,2.5,3,1,2,8,63.142857142857146,7.515064236331615,0.11716135780472452,55.0,S5,M101,4,0
2025-01-09,S5,M102,51,0,0,0,Amoxicillin,4.0,3,1,2,8,49.42857142857143,9.829498848824775,0.19491924062825333,41.0,S5,M102,4,1
2025-01-09,S5,M103,37,0,0,0,Cough Syrup,3.5,3,1,2,8,39.57142857142857,4.894116973712514,0.12062964371826619,39.0,S5,M103,4,2
2025-01-09,S5,M104,29,0,0,0,Vitamin D,15.0,3,1,2,8,27.428571428571427,4.577377082170635,0.16101326419695702,28.0,S5,M104,4,3
2025-01-09,S5,M105,33,0,0,0,Insulin,6.0,3,1,2,8,34.714285714285715,4.750939756661686,0.13302631318652722,34.0,S5,M105,4,4
2025-01-09,S5,M106,37,0,0,0,Aspirin,2.0,3,1,2,8,41.42857142857143,7.546680127869538,0.17786788180163896,34.0,S5,M106,4,5
2025-01-09,S5,M107,27,0,0,0,Metformin,5.0,3,1,2,8,29.428571428571427,4.894116973712513,0.16083952495768822,31.0,S5,M107,4,6
2025-01-09,S5,M108,31,0,0,0,Zinc Tablets,3.0,3,1,2,8,34.714285714285715,5.313952882562588,0.14879068071175247,31.0,S5,M108,4,7
2025-01-10,S1,M101,61,0,0,1,Paracetamol,2.5,4,1,2,9,49.714285714285715,7.296444013222826,0.1438735439227036,47.0,S1,M101,0,0
2025-01-10,S1,M102,47,0,0,1,Amoxicillin,4.0,4,1,2,9,39.42857142857143,8.059303999253347,0.1993467420310015,29.0,S1,M102,0,1
2025-01-10,S1,M103,38,0,0,1,Cough Syrup,3.5,4,1,2,9,28.857142857142858,5.756983337031395,0.19281762372832423,28.0,S1,M103,0,2
2025-01-10,S1,M104,28,0,0,1,Vitamin D,15.0,4,1,2,9,21.428571428571427,4.1576092031015,0.18537111096630893,19.0,S1,M104,0,3
2025-01-10,S1,M105,33,0,0,1,Insulin,6.0,4,1,2,9,26.285714285714285,4.070801956792859,0.14919169475157074,23.0,S1,M105,0,4
2025-01-10,S1,M106,43,0,0,1,Aspirin,2.0,4,1,2,9,32.0,8.640987597877144,0.2618481090265801,29.0,S1,M106,0,5
2025-01-10,S1,M107,30,0,0,1,Metformin,5.0,4,1,2,9,21.857142857142858,5.209880722517275,0.2279322816101308,20.0,S1,M107,0,6
2025-01-10,S1,M108,37,0,0,1,Zinc Tablets,3.0,4,1,2,9,26.142857142857142,7.5813053279887415,0.279311248925901,25.0,S1,M108,0,7
2025-01-10,S2,M101,64,0,0,1,Paracetamol,2.5,4,1,2,9,53.0,7.9162280580252755,0.14659681588935694,53.0,S2,M101,1,0
2025-01-10,S2,M102,60,0,0,1,Amoxicillin,4.0,4,1,2,9,42.714285714285715,10.291003930849598,0.2354151226011346,46.0,S2,M102,1,1
2025-01-10,S2,M103,40,0,0,1,Cough Syrup,3.5,4,1,2,9,33.42857142857143,8.121107126025423,0.23588277959409942,31.0,S2,M103,1,2
2025-01-10,S2,M104,29,0,0,1,Vitamin D,15.0,4,1,2,9,24.714285714285715,3.5456210417116742,0.13788526273323176,22.0,S2,M104,1,3
2025-01-10,S2,M105,43,0,0,1,Insulin,6.0,4,1,2,9,32.42857142857143,5.652643713553945,0.16909617946528896,28.0,S2,M105,1,4
2025-01-10,S2,M106,50,0,0,1,Aspirin,2.0,4,1,2,9,36.42857142857143,6.85218074428725,0.1830735313359189,38.0,S2,M106,1,5
2025-01-10,S2,M107,36,0,0,1,Metformin,5.0,4,1,2,9,27.142857142857142,6.0395521751360395,0.21460337678148364,24.0,S2,M107,1,6
2025-01-10,S2,M108,39,0,0,1,Zinc Tablets,3.0,4,1,2,9,31.428571428571427,6.827814263660635,0.2105493385269799,29.0,S2,M108,1,7
2025-01-10,S3,M101,65,0,0,1,Paracetamol,2.5,4,1,2,9,55.142857142857146,8.434622525214577,0.15023500681043775,50.0,S3,M101,2,0
2025-01-10,S3,M102,53,0,0,1,Amoxicillin,4.0,4,1,2,9,41.714285714285715,7.364651739090941,0.17241659589845013,30.0,S3,M102,2,1
2025-01-10,S3,M103,43,0,0,1,Cough Syrup,3.5,4,1,2,9,33.57142857142857,6.704653678780207,0.19393626343579112,33.0,S3,M103,2,2
2025-01-10,S3,M104,31,0,0,1,Vitamin D,15.0,4,1,2,9,22.857142857142858,4.810702354423639,0.20164620647284714,20.0,S3,M104,2,3
2025-01-10,S3,M105,38,0,0,1,Insulin,6.0,4,1,2,9,28.142857142857142,5.698788509515901,0.19554666454221228,30.0,S3,M105,2,4
2025-01-10,S3,M106,46,0,0,1,Aspirin,2.0,4,1,2,9,35.142857142857146,7.515064236331611,0.20792667847557816,36.0,S3,M106,2,5
2025-01-10,S3,M107,34,0,0,1,Metformin,5.0,4,1,2,9,25.142857142857142,5.756983337031396,0.22021247737278563,25.0,S3,M107,2,6
2025-01-10,S3,M108,42,0,0,1,Zinc Tablets,3.0,4,1,2,9,33.57142857142857,5.855400437691198,0.1693710870406545,30.0,S3,M108,2,7
2025-01-10,S4,M101,50,0,0,1,Paracetamol,2.5,4,1,2,9,41.57142857142857,6.399404734221845,0.15032158771662052,41.0,S4,M101,3,0
2025-01-10,S4,M102,41,0,0,1,Amoxicillin,4.0,4,1,2,9,35.57142857142857,5.652643713553948,0.15456447654249078,29.0,S4,M102,3,1
2025-01-10,S4,M103,30,0,0,1,Cough Syrup,3.5,4,1,2,9,26.857142857142858,6.256425268702343,0.22458962503034052,27.0,S4,M103,3,2
2025-01-10,S4,M104,25,0,0,1,Vitamin D,15.0,4,1,2,9,20.0,3.265986323710905,0.15552315827194785,20.0,S4,M104,3,3
2025-01-10,S4,M105,30,0,0,1,Insulin,6.0,4,1,2,9,24.142857142857142,4.180453381654971,0.1662680322249136,22.0,S4,M105,3,4
2025-01-10,S4,M106,41,0,0,1,Aspirin,2.0,4,1,2,9,29.714285714285715,5.992058236095666,0.1950902681519519,25.0,S4,M106,3,5
2025-01-10,S4,M107,29,0,0,1,Metformin,5.0,4,1,2,9,20.142857142857142,4.634241089562613,0.21918707856039385,21.0,S4,M107,3,6
2025-01-10,S4,M108,32,0,0,1,Zinc Tablets,3.0,4,1,2,9,25.285714285714285,4.644505202002531,0.1766931326848789,29.0,S4,M108,3,7
2025-01-10,S5,M102,54,0,0,1,Amoxicillin,4.0,4,1,2,9,49.285714285714285,9.741907508530446,0.19373111522645772,55.0,S5,M102,4,1
2025-01-10,S5,M103,54,0,0,1,Cough Syrup,3.5,4,1,2,9,41.57142857142857,7.345228447936861,0.17253892327368464,40.0,S5,M103,4,2
2025-01-10,S5,M104,35,0,0,1,Vitamin D,15.0,4,1,2,9,28.571428571428573,5.380741673076393,0.1819574478818104,27.0,S5,M104,4,3
2025-01-10,S5,M105,47,0,0,1,Insulin,6.0,4,1,2,9,36.285714285714285,6.676183683170242,0.17905473479766934,36.0,S5,M105,4,4
2025-01-10,S5,M106,57,0,0,1,Aspirin,2.0,4,1,2,9,44.142857142857146,9.317162862670365,0.2063928482237106,38.0,S5,M106,4,5
2025-01-10,S5,M107,41,0,0,1,Metformin,5.0,4,1,2,9,30.571428571428573,6.528326555791124,0.20677957416532972,33.0,S5,M107,4,6
2025-01-10,S5,M108,51,0,0,1,Zinc Tablets,3.0,4,1,2,9,37.0,8.144527815247075,0.21432967934860725,35.0,S5,M108,4,7
2025-01-11,S1,M101,56,0,1,0,Paracetamol,2.5,5,1,2,10,49.57142857142857,7.138093649734566,0.14114874448627673,57.0,S1,M101,0,0
2025-01-11,S1,M102,43,0,1,0,Amoxicillin,4.0,5,1,2,10,39.142857142857146,7.861903319777205,0.19584812540370258,45.0,S1,M102,0,1
2025-01-11,S1,M103,32,0,1,0,Cough Syrup,3.5,5,1,2,10,28.571428571428573,5.503245795502348,0.1861000993648137,34.0,S1,M103,0,2
2025-01-11,S1,M104,25,0,1,0,Vitamin D,15.0,5,1,2,10,21.428571428571427,4.1576092031015,0.18537111096630893,25.0,S1,M104,0,3
2025-01-11,S1,M105,29,0,1,0,Insulin,6.0,5,1,2,10,26.714285714285715,4.19182878603463,0.15125155413527017,26.0,S1,M105,0,4
2025-01-11,S1,M106,36,0,1,0,Aspirin,2.0,5,1,2,10,31.285714285714285,7.952238379104037,0.2463082683793286,41.0,S1,M106,0,5
2025-01-11,S1,M107,23,0,1,0,Metformin,5.0,5,1,2,10,22.0,5.228129047119372,0.2273099585704075,22.0,S1,M107,0,6
2025-01-11,S1,M108,36,0,1,0,Zinc Tablets,3.0,5,1,2,10,27.285714285714285,8.459989868281674,0.29909055089884706,28.0,S1,M108,0,7
2025-01-11,S2,M101,59,0,1,0,Paracetamol,2.5,5,1,2,10,53.714285714285715,8.24043457014021,0.15060846472841113,54.0,S2,M101,1,0
2025-01-11,S2,M102,50,0,1,0,Amoxicillin,4.0,5,1,2,10,43.714285714285715,10.656989658033293,0.2383352319687957,43.0,S2,M102,1,1
2025-01-11,S2,M103,41,0,1,0,Cough Syrup,3.5,5,1,2,10,33.42857142857143,8.121107126025423,0.23588277959409942,41.0,S2,M103,1,2
2025-01-11,S2,M104,28,0,1,0,Vitamin D,15.0,5,1,2,10,24.857142857142858,3.670993118515817,0.14197210955586032,27.0,S2,M104,1,3
2025-01-11,S2,M105,34,0,1,0,Insulin,6.0,5,1,2,10,32.285714285714285,5.589105048046174,0.16791302719452025,35.0,S2,M105,1,4
2025-01-11,S2,M106,33,0,1,0,Aspirin,2.0,5,1,2,10,35.857142857142854,6.962484504556581,0.18890461834068245,37.0,S2,M106,1,5
2025-01-11,S2,M107,30,0,1,0,Metformin,5.0,5,1,2,10,27.142857142857142,6.039552175136039,0.2146033767814836,30.0,S2,M107,1,6
2025-01-11,S2,M108,36,0,1,0,Zinc Tablets,3.0,5,1,2,10,30.571428571428573,5.5334480768366845,0.17526758614414836,42.0,S2,M108,1,7
2025-01-11,S3,M101,61,0,1,0,Paracetamol,2.5,5,1,2,10,55.0,8.306623862918075,0.1483325689806799,62.0,S3,M101,2,0
2025-01-11,S3,M102,43,0,1,0,Amoxicillin,4.0,5,1,2,10,41.42857142857143,7.253898787483018,0.17096731148949873,45.0,S3,M102,2,1
2025-01-11,S3,M103,33,0,1,0,Cough Syrup,3.5,5,1,2,10,32.857142857142854,6.414269805898185,0.18945100692526284,38.0,S3,M103,2,2
2025-01-11,S3,M104,23,0,1,0,Vitamin D,15.0,5,1,2,10,23.0,4.795831523312719,0.1998263134713633,22.0,S3,M104,2,3
2025-01-11,S3,M105,32,0,1,0,Insulin,6.0,5,1,2,10,28.142857142857142,5.698788509515901,0.19554666454221228,32.0,S3,M105,2,4
2025-01-11,S3,M106,41,0,1,0,Aspirin,2.0,5,1,2,10,35.714285714285715,7.825477316949759,0.213145296570616,37.0,S3,M106,2,5
2025-01-11,S3,M107,28,0,1,0,Metformin,5.0,5,1,2,10,24.714285714285715,5.3452248382484875,0.2078698548207745,31.0,S3,M107,2,6
2025-01-11,S3,M108,33,0,1,0,Zinc Tablets,3.0,5,1,2,10,32.857142857142854,5.520524474738832,0.16305346549861532,38.0,S3,M108,2,7
2025-01-11,S4,M101,50,0,1,0,Paracetamol,2.5,5,1,2,10,42.142857142857146,7.010196655077315,0.16248800193887813,46.0,S4,M101,3,0
2025-01-11,S4,M102,43,0,1,0,Amoxicillin,4.0,5,1,2,10,35.714285714285715,5.851332774513448,0.15937482265211728,42.0,S4,M102,3,1
2025-01-11,S4,M103,25,0,1,0,Cough Syrup,3.5,5,1,2,10,25.714285714285715,5.648430038936656,0.2114385576072545,33.0,S4,M103,3,2
2025-01-11,S4,M104,24,0,1,0,Vitamin D,15.0,5,1,2,10,20.571428571428573,3.5989416433697508,0.16683835432839902,20.0,S4,M104,3,3
2025-01-11,S4,M105,25,0,1,0,Insulin,6.0,5,1,2,10,24.0,4.123105625617661,0.1649242250247064,26.0,S4,M105,3,4
2025-01-11,S4,M106,34,0,1,0,Aspirin,2.0,5,1,2,10,30.285714285714285,6.210590034081188,0.19851201022177314,30.0,S4,M106,3,5
2025-01-11,S4,M107,25,0,1,0,Metformin,5.0,5,1,2,10,20.571428571428573,4.961758520831864,0.23001529566770232,22.0,S4,M107,3,6
2025-01-11,S4,M108,28,0,1,0,Zinc Tablets,3.0,5,1,2,10,25.428571428571427,4.720774754816658,0.17862390964171138,27.0,S4,M108,3,7
2025-01-11,S5,M101,73,0,1,0,Paracetamol,2.5,5,1,2,10,64.85714285714286,8.275034167675106,0.12565127803411222,61.0,S5,M101,4,0
2025-01-11,S5,M102,61,0,1,0,Amoxicillin,4.0,5,1,2,10,50.0,10.472185381603337,0.2053369682667321,56.0,S5,M102,4,1
2025-01-11,S5,M103,47,0,1,0,Cough Syrup,3.5,5,1,2,10,41.57142857142857,7.345228447936861,0.17253892327368464,47.0,S5,M103,4,2
2025-01-11,S5,M104,29,0,1,0,Vitamin D,15.0,5,1,2,10,28.571428571428573,5.380741673076393,0.1819574478818104,29.0,S5,M104,4,3
2025-01-11,S5,M105,38,0,1,0,Insulin,6.0,5,1,2,10,35.857142857142854,6.414269805898186,0.17403057612902056,41.0,S5,M105,4,4
2025-01-11,S5,M106,54,0,1,0,Aspirin,2.0,5,1,2,10,44.57142857142857,9.744351233016028,0.21382588912574357,51.0,S5,M106,4,5
2025-01-11,S5,M107,35,0,1,0,Metformin,5.0,5,1,2,10,30.285714285714285,6.237368187365717,0.1993679329294978,37.0,S5,M107,4,6
2025-01-11,S5,M108,43,0,1,0,Zinc Tablets,3.0,5,1,2,10,37.285714285714285,8.340948901139997,0.217860605626791,41.0,S5,M108,4,7
2025-01-12,S1,M101,54,0,1,0,Paracetamol,2.5,6,1,2,11,49.857142857142854,7.289914755527469,0.14334102047385472,52.0,S1,M101,0,0
2025-01-12,S1,M102,47,0,1,0,Amoxicillin,4.0,6,1,2,11,38.714285714285715,7.227592630889988,0.18198974250442415,50.0,S1,M102,0,1
2025-01-12,S1,M103,34,0,1,0,Cough Syrup,3.5,6,1,2,11,28.857142857142858,5.756983337031395,0.19281762372832423,32.0,S1,M103,0,2
2025-01-12,S1,M104,25,0,1,0,Vitamin D,15.0,6,1,2,11,21.714285714285715,4.347960660443228,0.19141965171762637,23.0,S1,M104,0,3
2025-01-12,S1,M105,33,0,1,0,Insulin,6.0,6,1,2,11,27.428571428571427,4.825527358301296,0.16974216838245768,28.0,S1,M105,0,4
2025-01-12,S1,M106,38,0,1,0,Aspirin,2.0,6,1,2,11,31.285714285714285,7.952238379104037,0.2463082683793286,38.0,S1,M106,0,5
2025-01-12,S1,M107,24,0,1,0,Metformin,5.0,6,1,2,11,21.428571428571427,4.64962876142253,0.2073082887258453,28.0,S1,M107,0,6
2025-01-12,S1,M108,32,0,1,0,Zinc Tablets,3.0,6,1,2,11,26.857142857142858,8.071112509614592,0.2897322439348828,35.0,S1,M108,0,7
2025-01-12,S2,M101,70,0,1,0,Paracetamol,2.5,6,1,2,11,55.0,10.066445913694333,0.17975796274454164,61.0,S2,M101,1,0
2025-01-12,S2,M102,48,0,1,0,Amoxicillin,4.0,6,1,2,11,43.142857142857146,10.237652260627131,0.2319209249980256,52.0,S2,M102,1,1
2025-01-12,S2,M103,41,0,1,0,Cough Syrup,3.5,6,1,2,11,33.0,7.527726527090808,0.22140372138502376,44.0,S2,M103,1,2
2025-01-12,S2,M104,29,0,1,0,Vitamin D,15.0,6,1,2,11,24.857142857142858,3.670993118515817,0.14197210955586032,29.0,S2,M104,1,3
2025-01-12,S2,M105,34,0,1,0,Insulin,6.0,6,1,2,11,32.285714285714285,5.589105048046174,0.16791302719452025,34.0,S2,M105,1,4
2025-01-12,S2,M106,46,0,1,0,Aspirin,2.0,6,1,2,11,36.857142857142854,7.92524597785607,0.209346120169783,39.0,S2,M106,1,5
2025-01-12,S2,M107,33,0,1,0,Metformin,5.0,6,1,2,11,27.142857142857142,6.039552175136039,0.2146033767814836,33.0,S2,M107,1,6
2025-01-12,S2,M108,40,0,1,0,Zinc Tablets,3.0,6,1,2,11,31.571428571428573,6.579187965525404,0.20199261297665713,33.0,S2,M108,1,7
2025-01-12,S3,M101,59,0,1,0,Paracetamol,2.5,6,1,2,11,54.142857142857146,7.358183005529092,0.13343855191374002,65.0,S3,M101,2,0
